forecast_timestamp,team,group,spi,global_o,global_d,sim_wins,sim_ties,sim_losses,sim_goal_diff,goals_scored,goals_against,group_1,group_2,group_3,group_4,make_round_of_16,make_quarters,make_semis,make_final,win_league,timestamp
2018-07-15 16:54:57 UTC,Switzerland,E,77.06457,2.25617,0.7188,1.0,2.0,0.0,1.0,5.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-15 16:54:57 UTC,Japan,H,71.51709,2.11907,0.87569,1.0,1.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-15 16:54:57 UTC,Argentina,D,85.16945,2.58916,0.52162,1.0,1.0,1.0,-2.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-15 16:54:57 UTC,Iran,B,67.73163,1.61593,0.65285,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-15 16:54:57 UTC,Senegal,H,67.4175,1.68812,0.72176,1.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-15 16:54:57 UTC,South Korea,F,62.59598,1.69544,0.92536,1.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-15 16:54:57 UTC,Peru,C,71.58084,1.86854,0.68854,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-15 16:54:57 UTC,Nigeria,D,70.70875,1.82454,0.6922,1.0,0.0,2.0,-1.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-15 16:54:57 UTC,Serbia,E,73.03454,2.02111,0.73713,1.0,0.0,2.0,-2.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-15 16:54:57 UTC,Tunisia,G,61.90859,1.80231,1.04613,1.0,0.0,2.0,-3.0,5.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-15 16:54:57 UTC,Saudi Arabia,A,51.94119,1.48458,1.18764,1.0,0.0,2.0,-5.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-15 16:54:57 UTC,Germany,F,88.4309,3.06898,0.58826,1.0,0.0,2.0,-2.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-15 16:54:57 UTC,Poland,H,71.10195,2.05096,0.84366,1.0,0.0,2.0,-3.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-15 16:54:57 UTC,Morocco,B,72.31728,1.86276,0.65381,0.0,1.0,2.0,-2.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-15 16:54:57 UTC,Iceland,D,67.92635,1.95673,0.91111,0.0,1.0,2.0,-3.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-15 16:54:57 UTC,Australia,C,63.36956,1.7855,0.96877,0.0,1.0,2.0,-3.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-15 16:54:57 UTC,Costa Rica,E,65.07206,1.7275,0.84897,0.0,1.0,2.0,-3.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-15 16:54:57 UTC,Egypt,A,58.93262,1.55912,0.95893,0.0,0.0,3.0,-4.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-15 16:54:57 UTC,Panama,G,53.21619,1.45117,1.09909,0.0,0.0,3.0,-9.0,2.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,France,C,88.0453,2.79919,0.47241,2.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.59303,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,Croatia,D,83.24233,2.51954,0.58284,3.0,0.0,0.0,6.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.40697,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,Belgium,G,87.26948,2.96791,0.60825,3.0,0.0,0.0,7.0,9.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,England,G,83.10212,2.38282,0.51034,2.0,0.0,1.0,5.0,8.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,Uruguay,A,81.18939,2.25649,0.52707,3.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,Brazil,E,93.1084,3.10193,0.2804,2.0,1.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,Sweden,F,75.76274,2.06218,0.64691,2.0,0.0,1.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,Russia,A,70.58438,2.00904,0.83511,2.0,0.0,1.0,4.0,8.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,Colombia,H,80.29336,2.14353,0.49931,2.0,0.0,1.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,Spain,B,91.10171,3.29915,0.51801,1.0,2.0,0.0,1.0,6.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,Mexico,F,74.31375,2.12156,0.75196,2.0,0.0,1.0,-1.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,Denmark,C,73.16825,1.95926,0.68722,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,Portugal,B,82.51076,2.42963,0.56694,1.0,2.0,0.0,1.0,5.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,Switzerland,E,77.06457,2.25617,0.7188,1.0,2.0,0.0,1.0,5.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,Japan,H,71.51709,2.11907,0.87569,1.0,1.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,Argentina,D,85.16945,2.58916,0.52162,1.0,1.0,1.0,-2.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,Iran,B,67.73163,1.61593,0.65285,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,Senegal,H,67.4175,1.68812,0.72176,1.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,South Korea,F,62.59598,1.69544,0.92536,1.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,Peru,C,71.58084,1.86854,0.68854,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,Nigeria,D,70.70875,1.82454,0.6922,1.0,0.0,2.0,-1.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,Serbia,E,73.03454,2.02111,0.73713,1.0,0.0,2.0,-2.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,Tunisia,G,61.90859,1.80231,1.04613,1.0,0.0,2.0,-3.0,5.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,Saudi Arabia,A,51.94119,1.48458,1.18764,1.0,0.0,2.0,-5.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,Germany,F,88.4309,3.06898,0.58826,1.0,0.0,2.0,-2.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,Poland,H,71.10195,2.05096,0.84366,1.0,0.0,2.0,-3.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,Morocco,B,72.31728,1.86276,0.65381,0.0,1.0,2.0,-2.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,Iceland,D,67.92635,1.95673,0.91111,0.0,1.0,2.0,-3.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,Australia,C,63.36956,1.7855,0.96877,0.0,1.0,2.0,-3.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,Costa Rica,E,65.07206,1.7275,0.84897,0.0,1.0,2.0,-3.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,Egypt,A,58.93262,1.55912,0.95893,0.0,0.0,3.0,-4.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-14 15:56:19 UTC,Panama,G,53.21619,1.45117,1.09909,0.0,0.0,3.0,-9.0,2.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,France,C,87.45718,2.80729,0.51136,2.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.52091,0.29003,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,England,G,85.17433,2.49242,0.46796,2.0,0.0,1.0,5.0,8.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.57025,0.27298,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,Belgium,G,87.49749,3.05305,0.63992,3.0,0.0,0.0,7.0,9.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.47909,0.25709,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,Croatia,D,82.00052,2.43684,0.59661,3.0,0.0,0.0,6.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.42975,0.1799,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,Uruguay,A,81.18939,2.25649,0.52707,3.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,Brazil,E,93.1084,3.10193,0.2804,2.0,1.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,Sweden,F,75.76274,2.06218,0.64691,2.0,0.0,1.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,Russia,A,70.58438,2.00904,0.83511,2.0,0.0,1.0,4.0,8.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,Colombia,H,80.29336,2.14353,0.49931,2.0,0.0,1.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,Spain,B,91.10171,3.29915,0.51801,1.0,2.0,0.0,1.0,6.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,Mexico,F,74.31375,2.12156,0.75196,2.0,0.0,1.0,-1.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,Denmark,C,73.16825,1.95926,0.68722,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,Portugal,B,82.51076,2.42963,0.56694,1.0,2.0,0.0,1.0,5.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,Switzerland,E,77.06457,2.25617,0.7188,1.0,2.0,0.0,1.0,5.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,Japan,H,71.51709,2.11907,0.87569,1.0,1.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,Argentina,D,85.16945,2.58916,0.52162,1.0,1.0,1.0,-2.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,Iran,B,67.73163,1.61593,0.65285,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,Senegal,H,67.4175,1.68812,0.72176,1.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,South Korea,F,62.59598,1.69544,0.92536,1.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,Peru,C,71.58084,1.86854,0.68854,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,Nigeria,D,70.70875,1.82454,0.6922,1.0,0.0,2.0,-1.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,Serbia,E,73.03454,2.02111,0.73713,1.0,0.0,2.0,-2.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,Tunisia,G,61.90859,1.80231,1.04613,1.0,0.0,2.0,-3.0,5.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,Saudi Arabia,A,51.94119,1.48458,1.18764,1.0,0.0,2.0,-5.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,Germany,F,88.4309,3.06898,0.58826,1.0,0.0,2.0,-2.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,Poland,H,71.10195,2.05096,0.84366,1.0,0.0,2.0,-3.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,Morocco,B,72.31728,1.86276,0.65381,0.0,1.0,2.0,-2.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,Iceland,D,67.92635,1.95673,0.91111,0.0,1.0,2.0,-3.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,Australia,C,63.36956,1.7855,0.96877,0.0,1.0,2.0,-3.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,Costa Rica,E,65.07206,1.7275,0.84897,0.0,1.0,2.0,-3.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,Egypt,A,58.93262,1.55912,0.95893,0.0,0.0,3.0,-4.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-07 20:53:40 UTC,Panama,G,53.21619,1.45117,1.09909,0.0,0.0,3.0,-9.0,2.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-03 20:55:49 UTC,Brazil,E,93.08639,3.08194,0.27377,2.0,1.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.64038,0.4246,0.29615,2018-07-15 16:55:47 UTC
2018-07-03 20:55:49 UTC,France,C,86.96596,2.80756,0.54034,2.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.61553,0.25705,0.15357,2018-07-15 16:55:47 UTC
2018-07-03 20:55:49 UTC,England,G,84.22397,2.45483,0.4956,2.0,0.0,1.0,5.0,8.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.61552,0.35567,0.1511,2018-07-15 16:55:47 UTC
2018-07-03 20:55:49 UTC,Croatia,D,82.18722,2.40891,0.57065,3.0,0.0,0.0,6.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.61178,0.30389,0.11842,2018-07-15 16:55:47 UTC
2018-07-03 20:55:49 UTC,Belgium,G,87.35375,3.0242,0.63342,3.0,0.0,0.0,7.0,9.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.35962,0.19353,0.11388,2018-07-15 16:55:47 UTC
2018-07-03 20:55:49 UTC,Uruguay,A,82.15722,2.33322,0.52715,3.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.38447,0.12482,0.06032,2018-07-15 16:55:47 UTC
2018-07-03 20:55:49 UTC,Sweden,F,77.17371,2.13321,0.63214,2.0,0.0,1.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.38448,0.18426,0.06012,2018-07-15 16:55:47 UTC
2018-07-03 20:55:49 UTC,Russia,A,69.87581,1.95105,0.82217,2.0,0.0,1.0,4.0,8.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.38822,0.15618,0.04644,2018-07-15 16:55:47 UTC
2018-07-03 20:55:49 UTC,Colombia,H,80.29336,2.14353,0.49931,2.0,0.0,1.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-03 20:55:49 UTC,Spain,B,91.10171,3.29915,0.51801,1.0,2.0,0.0,1.0,6.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-03 20:55:49 UTC,Mexico,F,74.31375,2.12156,0.75196,2.0,0.0,1.0,-1.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-03 20:55:49 UTC,Denmark,C,73.16825,1.95926,0.68722,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-03 20:55:49 UTC,Portugal,B,82.51076,2.42963,0.56694,1.0,2.0,0.0,1.0,5.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-03 20:55:49 UTC,Switzerland,E,77.06457,2.25617,0.7188,1.0,2.0,0.0,1.0,5.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-03 20:55:49 UTC,Japan,H,71.51709,2.11907,0.87569,1.0,1.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-03 20:55:49 UTC,Argentina,D,85.16945,2.58916,0.52162,1.0,1.0,1.0,-2.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-03 20:55:49 UTC,Iran,B,67.73163,1.61593,0.65285,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-03 20:55:49 UTC,Senegal,H,67.4175,1.68812,0.72176,1.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-03 20:55:49 UTC,South Korea,F,62.59598,1.69544,0.92536,1.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-03 20:55:49 UTC,Peru,C,71.58084,1.86854,0.68854,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-03 20:55:49 UTC,Nigeria,D,70.70875,1.82454,0.6922,1.0,0.0,2.0,-1.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
2018-07-03 20:55:49 UTC,Serbia,E,73.03454,2.02111,0.73713,1.0,0.0,2.0,-2.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-15 16:55:47 UTC
